DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,Downpayment,LoanAmount,MonthlyPayment,AffordableDwelling
1209,133500.0,Meadowlands,Sunspire,664.0,15523.0,sqft,6,Common,26700.0,106800.0,509.8795355571046,1
1210,126500.0,Meadowlands,Dragonspire,819.0,8892.0,sqft,5,Common,25300.0,101200.0,483.1442790110393,1
1211,72000.0,GnomeBurough,Mystvale,516.0,8534.0,sqft,4,Common,14400.0,57600.0,274.9912101881014,1
1212,102000.0,GnomeBurough,Mystvale,750.0,7288.0,sqft,6,Common,20400.0,81600.0,389.5708810998103,1
1213,316600.0,Meadowlands,Brightforge,1639.0,12327.0,sqft,8,Gleaming,63320.0,253280.0,1209.1974603549015,0
1214,159000.0,Meadowlands,Dragonspire,1064.0,13300.0,sqft,5,Common,31800.0,127200.0,607.2722558320572,1
1215,157500.0,GnomeBurough,Petalbridge,1183.0,10440.0,sqft,8,Common,31500.0,126000.0,601.5432722864717,1
1216,145250.0,Meadowlands,Dragonspire,1063.0,11600.0,sqft,5,Common,29050.0,116200.0,554.7565733308573,1
1217,67000.0,GnomeBurough,Mystvale,828.0,8967.0,sqft,2,Common,13400.0,53600.0,255.89459836948325,1
1218,198500.0,Meadowlands,Shadowmere,1478.0,7301.0,sqft,5,Gleaming,39700.0,158800.0,758.1354891991407,0
1219,50138.0,GnomeBurough,Mystvale,732.0,8712.0,sqft,7,Modest,10027.6,40110.4,191.49318467237538,1
1220,263400.0,Meadowlands,Thornfield,1662.0,12392.0,sqft,9,Common,52680.0,210720.0,1006.0095106048044,0
1221,200100.0,Meadowlands,Thornfield,1386.0,7588.0,sqft,6,Common,40020.0,160080.0,764.2464049810985,0
1222,85000.0,GnomeBurough,Mystvale,583.0,10320.0,sqft,8,Common,17000.0,68000.0,324.64240091650856,1
1223,206300.0,Meadowlands,Crystalhollow,1033.0,7060.0,sqft,5,Common,41260.0,165040.0,787.9262036361849,0
1224,141000.0,Meadowlands,Dragonspire,1126.0,8814.0,sqft,6,Common,28200.0,112800.0,538.5244532850319,1
1225,87500.0,Meadowlands,Dragonspire,799.0,8544.0,sqft,4,Common,17500.0,70000.0,334.1907068258177,1
1226,230000.0,Meadowlands,Sunspire,1424.0,9066.0,sqft,5,Gleaming,46000.0,184000.0,878.444143656435,0
1227,137500.0,Meadowlands,Cloudrest,664.0,2280.0,sqft,7,Common,27500.0,110000.0,525.1568250119992,1
1228,140000.0,Meadowlands,Dragonspire,1381.0,7056.0,sqft,5,Common,28000.0,112000.0,534.7051309213083,1
1229,187500.0,Meadowlands,Windwhisper,1605.0,12205.0,sqft,8,Common,37500.0,150000.0,716.1229431981808,1
1230,310000.0,Meadowlands,Glimmerwood,1938.0,14541.0,sqft,7,Gleaming,62000.0,248000.0,1183.9899327543255,0
1231,325000.0,Meadowlands,Glimmerwood,2016.0,12256.0,sqft,5,Gleaming,65000.0,260000.0,1241.27976821018,0
1232,270000.0,Meadowlands,Sunspire,1286.0,11354.0,sqft,5,Gleaming,54000.0,216000.0,1031.2170382053803,0
1233,274900.0,Meadowlands,Silverglen,1317.0,9591.0,sqft,5,Gleaming,54980.0,219920.0,1049.931717787626,0
1234,247000.0,AetherIsles,Wyverncliff,1123.0,10037.0,sqft,5,Gleaming,49400.0,197600.0,943.3726238397369,0
1235,270000.0,Meadowlands,Mossheart,1149.0,9549.0,sqft,5,Gleaming,54000.0,216000.0,1031.2170382053803,0
1236,137000.0,Meadowlands,Emberfall,719.0,13525.9810865942,sqft,6,Common,27400.0,109600.0,523.2471638301374,1
1237,215700.0,Meadowlands,Sunspire,1362.0,13142.0,sqft,5,Common,43140.0,172560.0,823.8278338551871,0
1238,99000.0,Meadowlands,Shadowmere,715.0,9520.0,sqft,5,Common,19800.0,79200.0,378.11291400863945,1
1239,115000.0,GnomeBurough,Petalbridge,606.0,6000.0,sqft,5,Common,23000.0,92000.0,439.2220718282175,1
1240,145000.0,Meadowlands,Thornfield,1506.0,7136.0,sqft,6,Common,29000.0,116000.0,553.8017427399265,1
1241,88000.0,Meadowlands,Dragonspire,659.0,8125.0,sqft,4,Common,17600.0,70400.0,336.1003680076795,1
1242,130000.0,GnomeBurough,Petalbridge,1004.0,15660.0,sqft,8,Common,26000.0,104000.0,496.5119072840719,1
1243,277000.0,Meadowlands,Windwhisper,1649.0,159000.0,sqft,7,Gleaming,55400.0,221600.0,1057.9522947514458,0
1244,216000.0,Meadowlands,Shadowmere,1019.0,17541.0,sqft,7,Common,43200.0,172800.0,824.9736305643041,0
1245,72000.0,GnomeBurough,Mystvale,629.0,9000.0,sqft,4,Common,14400.0,57600.0,274.9912101881014,1
1246,160000.0,Meadowlands,Duskwood,1303.0,10147.0,sqft,5,Common,32000.0,128000.0,611.0915781957809,1
1247,160000.0,Meadowlands,Dreamweaver,880.0,3203.0,sqft,5,Gleaming,32000.0,128000.0,611.0915781957809,1
1248,141000.0,Meadowlands,Sunspire,652.0,4426.0,sqft,5,Gleaming,28200.0,112800.0,538.5244532850319,1
1249,268000.0,Meadowlands,Glimmerwood,664.0,13346.0,sqft,5,Gleaming,53600.0,214400.0,1023.578393477933,0
1250,140000.0,Meadowlands,Shadowmere,824.0,3675.0,sqft,5,Common,28000.0,112000.0,534.7051309213083,1
1251,249000.0,Meadowlands,Nighthaven,664.0,12388.0,sqft,7,Common,49800.0,199200.0,951.011268567184,0
1252,142000.0,Meadowlands,Dragonspire,808.0,9600.0,sqft,5,Common,28400.0,113600.0,542.3437756487555,1
1253,135000.0,Meadowlands,Dragonspire,916.0,10800.0,sqft,4,Common,27000.0,108000.0,515.6085191026901,1
1254,108000.0,Meadowlands,Shadowmere,866.0,8777.0,sqft,5,Common,21600.0,86400.0,412.48681528215207,1
1255,164990.0,Meadowlands,Sunspire,1007.0,8767.0,sqft,5,Gleaming,32998.0,131992.0,630.1499967907619,1
1256,255000.0,Meadowlands,Nighthaven,1596.0,10530.0,sqft,6,Gleaming,51000.0,204000.0,973.9272027495258,0
1257,146000.0,AetherIsles,Wyverncliff,1070.0,3604.0,sqft,5,Gleaming,29200.0,116800.0,557.62106510365,1
1258,239500.0,Meadowlands,Riverbend,1333.0,8013.0,sqft,5,Gleaming,47900.0,191600.0,914.7277061118097,0
1259,84500.0,GnomeBurough,Wolfsbane,484.0,1936.0,sqft,6,Common,16900.0,67600.0,322.73273973464677,1
1260,100000.0,Meadowlands,Stormhold,1070.0,9900.0,sqft,4,Modest,20000.0,80000.0,381.9322363723631,1
1261,164900.0,GnomeBurough,Stormwatch,1286.0,6000.0,sqft,7,Common,32980.0,131920.0,629.8062577780267,1
1262,200000.0,Meadowlands,Dragonspire,1270.0,22002.0,sqft,7,Common,40000.0,160000.0,763.8644727447262,0
1263,143000.0,Meadowlands,Dragonspire,1206.0,9600.0,sqft,5,Common,28600.0,114400.0,546.1630980124793,1
1264,135000.0,Meadowlands,Emberfall,977.0,21286.0,sqft,5,Common,27000.0,108000.0,515.6085191026901,1
1265,175000.0,Meadowlands,Duskwood,1266.0,7917.0,sqft,5,Common,35000.0,140000.0,668.3814136516354,1
1266,170000.0,Meadowlands,Ravenstone,1021.0,16905.0,sqft,6,Common,34000.0,136000.0,649.2848018330171,1
1267,204000.0,Meadowlands,Sunspire,1154.0,10335.0,sqft,5,Gleaming,40800.0,163200.0,779.1417621996206,0
1268,176000.0,Meadowlands,Dragonspire,1022.0,12285.0,sqft,6,Common,35200.0,140800.0,672.200736015359,1
1269,268500.0,Meadowlands,Sunspire,1703.0,10566.0,sqft,5,Gleaming,53700.0,214800.0,1025.488054659795,0
1270,290000.0,Meadowlands,Silverglen,1846.0,13262.0,sqft,5,Gleaming,58000.0,232000.0,1107.603485479853,0
1271,152000.0,Meadowlands,Brightforge,877.0,7500.0,sqft,5,Gleaming,30400.0,121600.0,580.5369992859919,1
1272,115000.0,Meadowlands,Dragonspire,701.0,7800.0,sqft,5,Common,23000.0,92000.0,439.2220718282175,1
1273,181900.0,Meadowlands,Dragonspire,1099.0,14585.0,sqft,6,Common,36380.0,145520.0,694.7347379613285,1
1274,176432.0,Meadowlands,Sunspire,1010.0,9317.0,sqft,5,Gleaming,35286.4,141145.6,673.8506832764875,1
1275,225000.0,AetherIsles,Wyverncliff,1104.0,7993.0,sqft,5,Gleaming,45000.0,180000.0,859.3475318378167,0
1276,147000.0,Meadowlands,Shadowmere,859.0,9638.0,sqft,6,Common,29400.0,117600.0,561.4403874673737,1
1277,128000.0,Meadowlands,Brightforge,973.0,8012.0,sqft,5,Common,25600.0,102400.0,488.87326255662475,1
1278,147000.0,Meadowlands,Brightforge,766.0,9069.0,sqft,6,Common,29400.0,117600.0,561.4403874673737,1
1279,322400.0,Meadowlands,Silverglen,1303.0,11825.0,sqft,5,Gleaming,64480.0,257920.0,1231.3495300644984,0
1280,465000.0,Meadowlands,Silverglen,1596.0,13891.0,sqft,5,Enchanting,93000.0,372000.0,1775.9848991314882,0
1281,253293.0,Meadowlands,Silverglen,1570.0,12704.0,sqft,5,Enchanting,50658.600000000006,202634.4,967.4076194746496,0
1282,345000.0,AetherIsles,Wyverncliff,1840.0,3951.0,sqft,5,Enchanting,69000.0,276000.0,1317.6662154846526,0
1283,280000.0,Meadowlands,Silverglen,1412.0,11362.0,sqft,5,Gleaming,56000.0,224000.0,1069.4102618426166,0
1284,128000.0,GnomeBurough,Stormwatch,947.0,6000.0,sqft,6,Common,25600.0,102400.0,488.87326255662475,1
1285,156000.0,Meadowlands,Dragonspire,789.0,7930.0,sqft,8,Common,31200.0,124800.0,595.8142887408864,1
1286,138887.0,Meadowlands,Thornfield,1372.0,13132.0,sqft,5,Common,27777.4,111109.6,530.4542251304838,1
1287,108000.0,GnomeBurough,Stormwatch,1283.0,7425.0,sqft,7,Common,21600.0,86400.0,412.48681528215207,1
1288,214000.0,Meadowlands,Silverglen,1180.0,10171.0,sqft,5,Gleaming,42800.0,171200.0,817.334985836857,0
1289,138000.0,Meadowlands,Dragonspire,1464.0,7200.0,sqft,4,Common,27600.0,110400.0,527.0664861938609,1
1290,372402.0,Meadowlands,Silverglen,664.0,13891.0,sqft,5,Gleaming,74480.40000000001,297921.6,1422.3232868954074,0
1291,153500.0,GnomeBurough,Petalbridge,1199.0,8100.0,sqft,6,Common,30700.0,122800.0,586.2659828315773,1
1292,144000.0,Meadowlands,Brightforge,679.0,9180.0,sqft,7,Common,28800.0,115200.0,549.9824203762028,1
1293,157900.0,Meadowlands,Dragonspire,1109.0,9750.0,sqft,6,Common,31580.0,126320.0,603.0710012319613,1
1294,147500.0,Meadowlands,Thornfield,947.0,8574.0,sqft,8,Gleaming,29500.0,118000.0,563.3500486492355,1
1295,80000.0,GnomeBurough,Petalbridge,662.0,7404.0,sqft,6,Common,16000.0,64000.0,305.54578909789046,1
1296,282500.0,Meadowlands,Silverglen,1203.0,5911.0,sqft,5,Enchanting,56500.0,226000.0,1078.9585677519256,0
1297,209000.0,Meadowlands,Crystalhollow,1146.0,9116.0,sqft,5,Gleaming,41800.0,167200.0,798.2383740182388,0
1298,80000.0,Meadowlands,Shadowmere,725.0,11515.0,sqft,5,Common,16000.0,64000.0,305.54578909789046,1
1299,281000.0,Meadowlands,Silverglen,1515.0,11065.0,sqft,5,Gleaming,56200.0,224800.0,1073.2295842063402,0
1300,319500.0,Meadowlands,Silverglen,1615.0,9709.0,sqft,5,Enchanting,63900.0,255600.0,1220.2734952096998,0
1301,375000.0,Meadowlands,Thornfield,1249.0,5568.0,sqft,5,Gleaming,75000.0,300000.0,1432.2458863963616,0
1302,145000.0,Meadowlands,Emberfall,799.0,7476.0,sqft,7,Common,29000.0,116000.0,553.8017427399265,1
1303,405749.0,AetherIsles,Wyverncliff,2030.0,13162.0,sqft,5,Gleaming,81149.8,324599.2,1549.6862297584994,0
1304,131000.0,Meadowlands,Dragonspire,816.0,8128.0,sqft,7,Common,26200.0,104800.0,500.3312296477957,1
1305,225000.0,Meadowlands,Dreamweaver,1190.0,3072.0,sqft,5,Gleaming,45000.0,180000.0,859.3475318378167,0
1306,262500.0,AetherIsles,Wyverncliff,1204.0,9000.0,sqft,5,Gleaming,52500.0,210000.0,1002.572120477453,0
1307,195400.0,Meadowlands,Sunspire,929.0,6762.0,sqft,5,Gleaming,39080.0,156320.0,746.2955898715975,1
1308,118000.0,Meadowlands,Shadowmere,536.0,9405.0,sqft,9,Common,23600.0,94400.0,450.6800389193884,1
1309,44000.0,GnomeBurough,Mystvale,613.0,9392.0,sqft,3,Common,8800.0,35200.0,168.05018400383975,1
1310,118000.0,Meadowlands,Stormhold,664.0,5400.0,sqft,5,Common,23600.0,94400.0,450.6800389193884,1
1311,157500.0,Meadowlands,Sunspire,1067.0,8340.0,sqft,6,Common,31500.0,126000.0,601.5432722864717,1
1312,102000.0,Meadowlands,Stormhold,1170.0,6000.0,sqft,5,Common,20400.0,81600.0,389.5708810998103,1
1313,138000.0,GnomeBurough,Petalbridge,1187.0,14190.0,sqft,7,Gleaming,27600.0,110400.0,527.0664861938609,1
1314,115000.0,Meadowlands,Dragonspire,1184.0,7150.0,sqft,4,Common,23000.0,92000.0,439.2220718282175,1
1315,215000.0,Meadowlands,Thornfield,1144.0,21579.0,sqft,6,Common,43000.0,172000.0,821.1543082005807,0
1316,146500.0,Meadowlands,Dragonspire,1264.0,9480.0,sqft,7,Common,29300.0,117200.0,559.530726285512,1
1317,167000.0,Meadowlands,Dragonspire,1264.0,9600.0,sqft,5,Common,33400.0,133600.0,637.8268347418464,1
1318,283463.0,Meadowlands,Ravenstone,1366.0,15306.0,sqft,5,Gleaming,56692.600000000006,226770.4,1082.6365751881915,0
1319,174190.0,Meadowlands,Duskwood,664.0,11660.0,sqft,5,Gleaming,34838.0,139352.0,665.2877625370193,1
1320,145000.0,Meadowlands,Thornfield,1539.0,6270.0,sqft,6,Common,29000.0,116000.0,553.8017427399265,1
1321,240900.0,AetherIsles,Wyverncliff,1449.0,7000.0,sqft,5,Gleaming,48180.0,192720.0,920.0747574210227,0
1322,119000.0,GnomeBurough,Petalbridge,618.0,7200.0,sqft,7,Common,23800.0,95200.0,454.4993612831121,1
1323,59000.0,GnomeBurough,Petalbridge,664.0,5400.0,sqft,5,Modest,11800.0,47200.0,225.3400194596942,1
1324,128900.0,Meadowlands,Dragonspire,807.0,9600.0,sqft,6,Common,25780.0,103120.0,492.310652683976,1
1325,149700.0,GnomeBurough,Petalbridge,950.0,7407.0,sqft,7,Common,29940.0,119760.0,571.7525578494275,1
1326,157900.0,Meadowlands,Crystalhollow,913.0,26142.0,sqft,7,Common,31580.0,126320.0,603.0710012319613,1
1327,190000.0,Meadowlands,Windwhisper,1117.0,5271.0,sqft,5,Common,38000.0,152000.0,725.6712491074898,1
1328,180500.0,Meadowlands,Dragonspire,886.0,14112.0,sqft,7,Common,36100.0,144400.0,689.3876866521153,1
1329,152000.0,Meadowlands,Crystalhollow,1226.0,11070.0,sqft,5,Common,30400.0,121600.0,580.5369992859919,1
1330,176400.0,AetherIsles,Wyverncliff,879.0,3628.0,sqft,5,Gleaming,35280.0,141120.0,673.7284649608484,1
1331,40000.0,GnomeBurough,Mystvale,1013.0,8500.0,sqft,4,Common,8000.0,32000.0,152.77289454894523,1
1332,229000.0,Meadowlands,Brightforge,1566.0,10541.0,sqft,5,Gleaming,45800.0,183200.0,874.6248212927114,0
1333,108538.0,Meadowlands,Dragonspire,927.0,10725.0,sqft,5,Common,21707.600000000002,86830.4,414.5416107138354,1
1334,291000.0,AetherIsles,Wyverncliff,1278.0,10625.0,sqft,5,Gleaming,58200.0,232800.0,1111.4228078435763,0
1335,236000.0,Meadowlands,Duskwood,1735.0,8795.0,sqft,5,Gleaming,47200.0,188800.0,901.3600778387768,0
1336,233555.0,Meadowlands,Sunspire,1419.0,13377.0,sqft,5,Gleaming,46711.0,186844.0,892.0218346594725,0
1337,162000.0,Meadowlands,Brightforge,816.0,10778.0,sqft,6,Gleaming,32400.0,129600.0,618.7302229232281,1
1338,120000.0,GnomeBurough,Petalbridge,869.0,10800.0,sqft,6,Common,24000.0,96000.0,458.31868364683567,1
1339,82500.0,GnomeBurough,Stormwatch,544.0,5330.0,sqft,7,Modest,16500.0,66000.0,315.0940950071995,1
1340,260000.0,Meadowlands,Glimmerwood,1585.0,9085.0,sqft,5,Gleaming,52000.0,208000.0,993.0238145681438,0
1341,318000.0,Meadowlands,Silverglen,1303.0,12030.0,sqft,5,Enchanting,63600.0,254400.0,1214.5445116641145,0
1342,130000.0,GnomeBurough,Stormwatch,644.0,10267.0,sqft,7,Common,26000.0,104000.0,496.5119072840719,1
1343,206000.0,Meadowlands,Verdantia,943.0,3880.0,sqft,6,Gleaming,41200.0,164800.0,786.7804069270678,0
1344,139000.0,Meadowlands,Crystalhollow,627.0,11625.0,sqft,7,Common,27800.0,111200.0,530.8858085575847,1
1345,179400.0,Meadowlands,Sunspire,1135.0,8145.0,sqft,5,Gleaming,35880.0,143520.0,685.1864320520193,1
1346,232500.0,Meadowlands,Ravenstone,1107.0,11202.0,sqft,5,Gleaming,46500.0,186000.0,887.9924495657441,0
1347,60000.0,Meadowlands,Stormhold,336.0,8400.0,sqft,5,Common,12000.0,48000.0,229.15934182341783,1
1348,260000.0,Meadowlands,Riverbend,1176.0,16158.0,sqft,5,Gleaming,52000.0,208000.0,993.0238145681438,0
1349,175000.0,Meadowlands,Emberfall,1126.0,12886.0,sqft,6,Common,35000.0,140000.0,668.3814136516354,1
1350,313000.0,Meadowlands,Sunspire,664.0,11050.0,sqft,5,Gleaming,62600.0,250400.0,1195.4478998454963,0
1351,395000.0,Meadowlands,Silverglen,1517.0,14226.0,sqft,5,Gleaming,79000.0,316000.0,1508.6323336708342,0
1352,184000.0,Meadowlands,Ravenstone,1269.0,12416.0,sqft,5,Common,36800.0,147200.0,702.755314925148,1
1353,245700.0,Meadowlands,Silverglen,1241.0,9926.0,sqft,5,Gleaming,49140.0,196560.0,938.407504766896,0
1354,441929.0,Meadowlands,Riverbend,1718.0,14082.0,sqft,5,Gleaming,88385.8,353543.2,1687.8693128780205,0
1355,301600.0,Meadowlands,Dragonspire,2373.0,21281.0,sqft,4,Common,60320.0,241280.0,1151.907624899047,0
1356,134900.0,Meadowlands,Sunspire,799.0,8982.0,sqft,5,Common,26980.0,107920.0,515.2265868663177,1
1357,340000.0,Meadowlands,Glimmerwood,664.0,16545.0,sqft,5,Gleaming,68000.0,272000.0,1298.5696036660343,0
1358,181000.0,Meadowlands,Sunspire,1227.0,9316.0,sqft,5,Gleaming,36200.0,144800.0,691.2973478339771,1
1359,135500.0,Meadowlands,Shadowmere,1071.0,16466.0,sqft,7,Common,27100.0,108400.0,517.5181802845519,1
1360,93850.0,GnomeBurough,Mystvale,590.0,6291.0,sqft,6,Gleaming,18770.0,75080.0,358.44340383546273,1
1361,132000.0,Meadowlands,Crystalhollow,746.0,10441.0,sqft,5,Common,26400.0,105600.0,504.1505520115192,1
1362,164000.0,Meadowlands,Thornfield,664.0,7128.0,sqft,5,Common,32800.0,131200.0,626.3688676506754,1
1363,103000.0,GnomeBurough,Petalbridge,1113.0,10134.0,sqft,5,Common,20600.0,82400.0,393.3902034635339,1
1364,181000.0,Meadowlands,Duskwood,1288.0,24682.0,sqft,5,Common,36200.0,144800.0,691.2973478339771,1
1365,129500.0,Meadowlands,Emberfall,759.0,9100.0,sqft,4,Common,25900.0,103600.0,494.60224610221013,1
1366,134800.0,Meadowlands,Dragonspire,692.0,7199.98993224,sqft,7,Common,26960.0,107840.0,514.8446546299454,1
1367,174000.0,Meadowlands,Dreamweaver,1196.0,3684.0,sqft,5,Gleaming,34800.0,139200.0,664.5620912879117,1
1368,145000.0,Meadowlands,Shadowmere,824.0,3675.0,sqft,5,Common,29000.0,116000.0,553.8017427399265,1
1369,127000.0,Meadowlands,Sunspire,673.0,7480.0,sqft,6,Common,25400.0,101600.0,485.0539401929011,1
1370,103500.0,GnomeBurough,Petalbridge,1495.0,10307.0,sqft,5,Common,20700.0,82800.0,395.29986464539576,1
1371,332200.0,Meadowlands,Silverglen,1296.0,7740.0,sqft,5,Gleaming,66440.0,265760.0,1268.77888922899,0
1372,212700.0,AetherIsles,Wyverncliff,1055.0,8640.0,sqft,5,Gleaming,42540.0,170160.0,812.3698667640163,0
1373,140000.0,Meadowlands,Stormhold,1226.0,8400.0,sqft,5,Common,28000.0,112000.0,534.7051309213083,1
1374,165000.0,Meadowlands,Mossheart,929.0,11250.0,sqft,6,Gleaming,33000.0,132000.0,630.188190014399,1
1375,193000.0,Meadowlands,Brightforge,1243.0,8012.0,sqft,5,Gleaming,38600.0,154400.0,737.1292161986607,1
1376,117600.0,Meadowlands,Dragonspire,687.0,8680.0,sqft,7,Common,23520.0,94080.0,449.152309973899,1
1377,128500.0,GnomeBurough,Petalbridge,1063.0,12358.0,sqft,6,Common,25700.0,102800.0,490.78292373848655,1
1378,188000.0,Meadowlands,Brightforge,1304.0,10110.0,sqft,5,Gleaming,37600.0,150400.0,718.0326043800426,1
1379,201800.0,Meadowlands,Dragonspire,1399.0,13700.0,sqft,6,Common,40360.0,161440.0,770.7392529994286,0
1380,224900.0,Meadowlands,Sunspire,1277.0,12137.0,sqft,5,Common,44980.0,179920.0,858.9655996014445,0
1381,470000.0,Meadowlands,Riverbend,1538.0,18261.0,sqft,5,Enchanting,94000.0,376000.0,1795.0815109501063,0
1382,81400.0,Meadowlands,Dragonspire,799.0,8544.0,sqft,4,Common,16280.0,65120.0,310.8928404071035,1
1383,241500.0,Meadowlands,Nighthaven,1439.0,10399.98545768,sqft,5,Common,48300.0,193200.0,922.3663508392567,0
1384,260261.0,AetherIsles,Wyverncliff,1186.0,11830.0,sqft,5,Gleaming,52052.200000000004,208208.8,994.0206577050758,0
1385,58500.0,Meadowlands,Shadowmere,664.0,8212.0,sqft,3,Common,11700.0,46800.0,223.43035827783237,1
1386,318000.0,Meadowlands,Sunspire,1521.0,10389.0,sqft,5,Gleaming,63600.0,254400.0,1214.5445116641145,0
1387,160000.0,Meadowlands,Dragonspire,1018.0,8658.0,sqft,5,Common,32000.0,128000.0,611.0915781957809,1
1388,184000.0,Meadowlands,Dragonspire,1137.0,7472.0,sqft,9,Common,36800.0,147200.0,702.755314925148,1
1389,216837.0,Meadowlands,Sunspire,1412.0,9100.0,sqft,5,Gleaming,43367.4,173469.6,828.1704033827409,0
1390,149000.0,Meadowlands,Dragonspire,772.0,11241.0,sqft,7,Common,29800.0,119200.0,569.0790321948209,1
1391,360000.0,Meadowlands,Sunspire,1646.0,10481.0,sqft,5,Gleaming,72000.0,288000.0,1374.956050940507,0
1392,220000.0,Meadowlands,Sunspire,1163.0,15750.0,sqft,5,Gleaming,44000.0,176000.0,840.2509200191988,0
1393,300000.0,Meadowlands,Mossheart,1925.0,19522.0,sqft,5,Gleaming,60000.0,240000.0,1145.7967091170892,0
1394,185000.0,Meadowlands,Duskwood,1487.0,11900.0,sqft,6,Common,37000.0,148000.0,706.5746372888716,1
1395,167000.0,Meadowlands,Dragonspire,982.0,10628.0,sqft,5,Common,33400.0,133600.0,637.8268347418464,1
1396,155891.0,Meadowlands,Shadowmere,763.0,8842.0,sqft,6,Common,31178.2,124712.8,595.3979826032405,1
1397,138000.0,Meadowlands,Crystalhollow,664.0,6723.0,sqft,7,Common,27600.0,110400.0,527.0664861938609,1
1398,157500.0,Meadowlands,Dragonspire,1132.0,11650.0,sqft,5,Common,31500.0,126000.0,601.5432722864717,1
1399,398800.0,Meadowlands,Silverglen,2069.0,12350.0,sqft,5,Gleaming,79760.0,319040.0,1523.145758652984,0
1400,213000.0,Meadowlands,Sunspire,1141.0,8400.0,sqft,5,Gleaming,42600.0,170400.0,813.5156634731333,0
1401,131000.0,GnomeBurough,Stormwatch,936.0,6000.0,sqft,6,Common,26200.0,104800.0,500.3312296477957,1
1402,91500.0,Meadowlands,Shadowmere,1119.0,7585.0,sqft,3,Common,18300.0,73200.0,349.4679962807122,1
1403,157000.0,Meadowlands,Dragonspire,1103.0,10200.0,sqft,5,Common,31400.0,125600.0,599.6336111046099,1
1404,227000.0,Meadowlands,Nighthaven,1280.0,8400.0,sqft,6,Gleaming,45400.0,181600.0,866.9861765652641,0
1405,119164.0,GnomeBurough,Petalbridge,1273.0,7628.0,sqft,6,Common,23832.800000000003,95331.2,455.12573015076265,1
1406,556581.0,Meadowlands,Riverbend,2206.0,16056.0,sqft,5,Gleaming,111316.20000000001,445264.8,2125.762260523662,0
1407,149500.0,GnomeBurough,Petalbridge,1509.0,8094.0,sqft,5,Common,29900.0,119600.0,570.9886933766827,1
1408,248500.0,Meadowlands,Brightforge,1331.0,9370.0,sqft,5,Gleaming,49700.0,198800.0,949.1016073853223,0
1409,156000.0,Meadowlands,Dragonspire,825.0,10289.0,sqft,7,Common,31200.0,124800.0,595.8142887408864,1
1410,146000.0,Meadowlands,Brightforge,846.0,7500.0,sqft,5,Common,29200.0,116800.0,557.62106510365,1
1411,163500.0,Meadowlands,Dragonspire,923.0,8800.0,sqft,6,Common,32700.0,130800.0,624.4592064688136,1
1412,256000.0,GnomeBurough,Petalbridge,2147.0,10439.985401748,sqft,7,Gleaming,51200.0,204800.0,977.7465251132495,0
1413,181000.0,Meadowlands,Nighthaven,1006.0,10140.0,sqft,6,Common,36200.0,144800.0,691.2973478339771,1
1414,264966.0,Meadowlands,Ravenstone,1369.0,12852.0,sqft,5,Gleaming,52993.200000000004,211972.8,1011.9905694263955,0
1415,129900.0,GnomeBurough,Petalbridge,1364.0,6120.0,sqft,5,Common,25980.0,103920.0,496.12997504769965,1
1416,167000.0,Meadowlands,Dragonspire,1568.0,21299.0,sqft,5,Gleaming,33400.0,133600.0,637.8268347418464,1
1417,372000.0,Meadowlands,Silverglen,1386.0,13615.0,sqft,5,Enchanting,74400.0,297600.0,1420.7879193051906,0
1418,278000.0,Meadowlands,Nighthaven,1941.0,9600.0,sqft,5,Gleaming,55600.0,222400.0,1061.7716171151694,0
1419,129000.0,Meadowlands,Shadowmere,879.0,9571.0,sqft,6,Common,25800.0,103200.0,492.6925849203483,1
1420,135000.0,Meadowlands,Shadowmere,866.0,6500.0,sqft,6,Common,27000.0,108000.0,515.6085191026901,1
1421,258000.0,Meadowlands,Duskwood,1825.0,11631.0,sqft,5,Gleaming,51600.0,206400.0,985.3851698406966,0
1422,122000.0,Meadowlands,Sunspire,745.0,10356.0,sqft,6,Common,24400.0,97600.0,465.9573283742829,1
1423,210000.0,Meadowlands,Nighthaven,1594.0,13175.0,sqft,6,Common,42000.0,168000.0,802.0576963819623,0
1424,318061.0,Meadowlands,Silverglen,1437.0,7820.0,sqft,5,Enchanting,63612.200000000004,254448.8,1214.7774903283016,0
1425,181000.0,Meadowlands,Brightforge,1143.0,7441.0,sqft,5,Gleaming,36200.0,144800.0,691.2973478339771,1
1426,172500.0,Meadowlands,Dreamweaver,967.0,3922.0,sqft,5,Gleaming,34500.0,138000.0,658.8331077423263,1
1427,111500.0,GnomeBurough,Petalbridge,1500.0,7745.0,sqft,6,Gleaming,22300.0,89200.0,425.85444355518484,1
1428,104500.0,GnomeBurough,Wolfsbane,1003.0,2665.0,sqft,6,Common,20900.0,83600.0,399.1191870091194,1
1429,136870.0,Meadowlands,Dragonspire,859.0,7590.0,sqft,5,Common,27374.0,109496.0,522.7506519228533,1
1430,257500.0,Meadowlands,Thornfield,1414.0,14442.0,sqft,7,Common,51500.0,206000.0,983.4755086588349,0
1431,165000.0,Meadowlands,Duskwood,1130.0,8139.0,sqft,5,Common,33000.0,132000.0,630.188190014399,1
1432,129900.0,Meadowlands,Dragonspire,923.0,9600.0,sqft,6,Common,25980.0,103920.0,496.12997504769965,1
