DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,Craftsmanship,EraConstructed,NeedsRestoration
1172,180000.0,GnomeBurough,Petalbridge,2030.0,22136.0,sqft,5,Common,5,1067,True
1173,187000.0,Meadowlands,Brightforge,1413.0,8303.9883885168,sqft,5,Common,6,1456,False
1174,240000.0,AetherIsles,Wyverncliff,1213.0,13253.0,sqft,5,Gleaming,7,1618,False
1175,92900.0,Meadowlands,Dragonspire,799.0,8544.0,sqft,4,Common,3,1268,True
1176,131000.0,Meadowlands,Stormhold,664.0,10164.0,sqft,5,Common,5,1035,True
1177,126000.0,Meadowlands,Shadowmere,872.0,8160.0,sqft,6,Common,5,1189,True
1178,115400.0,Meadowlands,Emberfall,664.0,14299.0,sqft,3,Common,4,1286,True
1179,137450.0,Meadowlands,Stormhold,1236.0,6171.0,sqft,6,Common,6,1142,True
1180,312500.0,Meadowlands,Ravenstone,1384.0,14331.0,sqft,5,Gleaming,8,1635,False
1181,184000.0,Meadowlands,Nighthaven,1313.0,11088.0,sqft,5,Common,6,1482,False
1182,174850.0,Meadowlands,Dragonspire,1323.0,9736.0,sqft,6,Common,6,1285,True
1183,144000.0,Meadowlands,Emberfall,695.0,10200.0,sqft,8,Common,5,1279,False
1184,237000.0,Meadowlands,Sunspire,1562.0,9473.0,sqft,5,Gleaming,8,1647,False
1185,128500.0,Meadowlands,Dragonspire,871.0,8064.0,sqft,5,Common,6,1327,False
1186,172500.0,Meadowlands,Emberfall,1476.0,13650.0,sqft,5,Gleaming,5,1377,False
1187,151000.0,Meadowlands,Emberfall,932.0,8471.0,sqft,7,Common,6,1596,False
1188,246578.0,Meadowlands,Dreamweaver,1153.0,4045.0,sqft,5,Gleaming,7,1777,False
1189,143500.0,Meadowlands,Sunspire,975.0,9286.0,sqft,7,Common,5,1547,False
1190,118900.0,Meadowlands,Dragonspire,563.0,7200.0,sqft,7,Common,5,1317,False
1191,147000.0,Meadowlands,Dragonspire,1056.0,11382.0,sqft,5,Common,6,1334,False
1192,103600.0,Meadowlands,Shadowmere,1053.0,6629.0,sqft,6,Common,6,1164,True
1193,412500.0,Meadowlands,Silverglen,2052.0,13688.0,sqft,5,Gleaming,9,1692,False
1194,329900.0,Meadowlands,Silverglen,664.0,11643.0,sqft,5,Gleaming,8,1670,False
1195,265000.0,AetherIsles,Wyverncliff,1879.0,10625.0,sqft,5,Gleaming,6,1686,False
1196,319000.0,Meadowlands,Riverbend,1404.0,11302.0,sqft,5,Gleaming,8,1757,False
1197,137000.0,Meadowlands,Stormhold,1193.0,10890.0,sqft,5,Common,5,1182,True
1198,152000.0,Meadowlands,Nighthaven,1053.0,10400.0,sqft,5,Common,7,1415,False
1199,207500.0,AetherIsles,Wyverncliff,1329.0,8791.0,sqft,5,Gleaming,6,1693,False
1200,219500.0,Meadowlands,Duskwood,1534.0,8740.0,sqft,5,Gleaming,7,1722,False
1201,127000.0,Meadowlands,Stormhold,1300.0,5000.0,sqft,6,Common,5,1042,True
1202,110000.0,GnomeBurough,Stormwatch,1018.0,6120.0,sqft,7,Common,5,1081,False
1203,197000.0,Meadowlands,Stormhold,2370.0,15863.0,sqft,3,Common,7,1070,True
1204,150000.0,Meadowlands,Brightforge,1015.0,9019.0,sqft,5,Common,6,1542,False
1205,194000.0,Meadowlands,Mossheart,1101.0,16157.0,sqft,7,Common,5,1576,False
1206,116050.0,Meadowlands,Dragonspire,664.0,9353.0,sqft,5,Common,4,1209,True
1207,236000.0,Meadowlands,Brightforge,1499.0,9938.0,sqft,5,Gleaming,7,1423,False
1208,392500.0,Meadowlands,Thornfield,1270.0,5587.0,sqft,5,Enchanting,8,1798,False
1209,133500.0,Meadowlands,Sunspire,664.0,15523.0,sqft,6,Common,5,1397,False
1210,126500.0,Meadowlands,Dragonspire,819.0,8892.0,sqft,5,Common,5,1314,False
1211,72000.0,GnomeBurough,Mystvale,516.0,8534.0,sqft,4,Common,4,1035,True
1212,102000.0,GnomeBurough,Mystvale,750.0,7288.0,sqft,6,Common,5,1080,True
1213,316600.0,Meadowlands,Brightforge,1639.0,12327.0,sqft,8,Gleaming,8,1552,False
1214,159000.0,Meadowlands,Dragonspire,1064.0,13300.0,sqft,5,Common,5,1342,False
1215,157500.0,GnomeBurough,Petalbridge,1183.0,10440.0,sqft,8,Common,5,1137,False
1216,145250.0,Meadowlands,Dragonspire,1063.0,11600.0,sqft,5,Common,6,1246,True
1217,67000.0,GnomeBurough,Mystvale,828.0,8967.0,sqft,2,Common,5,1076,True
1218,198500.0,Meadowlands,Shadowmere,1478.0,7301.0,sqft,5,Gleaming,7,1672,False
1219,50138.0,GnomeBurough,Mystvale,732.0,8712.0,sqft,7,Modest,4,956,False
1220,263400.0,Meadowlands,Thornfield,1662.0,12392.0,sqft,9,Common,7,1285,False
1221,200100.0,Meadowlands,Thornfield,1386.0,7588.0,sqft,6,Common,7,1152,True
1222,85000.0,GnomeBurough,Mystvale,583.0,10320.0,sqft,8,Common,5,1160,False
1223,206300.0,Meadowlands,Crystalhollow,1033.0,7060.0,sqft,5,Common,7,1558,False
1224,141000.0,Meadowlands,Dragonspire,1126.0,8814.0,sqft,6,Common,5,1220,True
1225,87500.0,Meadowlands,Dragonspire,799.0,8544.0,sqft,4,Common,3,1103,True
1226,230000.0,Meadowlands,Sunspire,1424.0,9066.0,sqft,5,Gleaming,8,1542,False
1227,137500.0,Meadowlands,Cloudrest,664.0,2280.0,sqft,7,Common,7,1432,False
1228,140000.0,Meadowlands,Dragonspire,1381.0,7056.0,sqft,5,Common,6,1256,True
1229,187500.0,Meadowlands,Windwhisper,1605.0,12205.0,sqft,8,Common,6,1367,False
1230,310000.0,Meadowlands,Glimmerwood,1938.0,14541.0,sqft,7,Gleaming,8,1586,False
1231,325000.0,Meadowlands,Glimmerwood,2016.0,12256.0,sqft,5,Gleaming,8,1559,False
1232,270000.0,Meadowlands,Sunspire,1286.0,11354.0,sqft,5,Gleaming,7,1673,False
1233,274900.0,Meadowlands,Silverglen,1317.0,9591.0,sqft,5,Gleaming,8,1732,False
1234,247000.0,AetherIsles,Wyverncliff,1123.0,10037.0,sqft,5,Gleaming,8,1612,False
1235,270000.0,Meadowlands,Mossheart,1149.0,9549.0,sqft,5,Gleaming,8,1502,False
1236,137000.0,Meadowlands,Emberfall,719.0,13525.9810865942,sqft,6,Common,5,1360,False
1237,215700.0,Meadowlands,Sunspire,1362.0,13142.0,sqft,5,Common,6,1423,False
1238,99000.0,Meadowlands,Shadowmere,715.0,9520.0,sqft,5,Common,4,1346,False
1239,115000.0,GnomeBurough,Petalbridge,606.0,6000.0,sqft,5,Common,5,1033,True
1240,145000.0,Meadowlands,Thornfield,1506.0,7136.0,sqft,6,Common,6,1097,True
1241,88000.0,Meadowlands,Dragonspire,659.0,8125.0,sqft,4,Common,4,1385,False
1242,130000.0,GnomeBurough,Petalbridge,1004.0,15660.0,sqft,8,Common,5,1043,False
1243,277000.0,Meadowlands,Windwhisper,1649.0,159000.0,sqft,7,Gleaming,6,1393,False
1244,216000.0,Meadowlands,Shadowmere,1019.0,17541.0,sqft,7,Common,5,1169,False
1245,72000.0,GnomeBurough,Mystvale,629.0,9000.0,sqft,4,Common,5,1006,True
1246,160000.0,Meadowlands,Duskwood,1303.0,10147.0,sqft,5,Common,6,1435,False
1247,160000.0,Meadowlands,Dreamweaver,880.0,3203.0,sqft,5,Gleaming,7,1672,False
1248,141000.0,Meadowlands,Sunspire,652.0,4426.0,sqft,5,Gleaming,6,1624,False
1249,268000.0,Meadowlands,Glimmerwood,664.0,13346.0,sqft,5,Gleaming,7,1588,False
1250,140000.0,Meadowlands,Shadowmere,824.0,3675.0,sqft,5,Common,6,1748,False
1251,249000.0,Meadowlands,Nighthaven,664.0,12388.0,sqft,7,Common,7,1578,False
1252,142000.0,Meadowlands,Dragonspire,808.0,9600.0,sqft,5,Common,5,1217,True
1253,135000.0,Meadowlands,Dragonspire,916.0,10800.0,sqft,4,Common,4,1027,True
1254,108000.0,Meadowlands,Shadowmere,866.0,8777.0,sqft,5,Common,4,1135,True
1255,164990.0,Meadowlands,Sunspire,1007.0,8767.0,sqft,5,Gleaming,7,1694,False
1256,255000.0,Meadowlands,Nighthaven,1596.0,10530.0,sqft,6,Gleaming,7,1590,False
1257,146000.0,AetherIsles,Wyverncliff,1070.0,3604.0,sqft,5,Gleaming,7,1735,False
1258,239500.0,Meadowlands,Riverbend,1333.0,8013.0,sqft,5,Gleaming,8,1424,False
1259,84500.0,GnomeBurough,Wolfsbane,484.0,1936.0,sqft,6,Common,4,1297,True
1260,100000.0,Meadowlands,Stormhold,1070.0,9900.0,sqft,4,Modest,5,1199,True
1261,164900.0,GnomeBurough,Stormwatch,1286.0,6000.0,sqft,7,Common,6,1173,False
1262,200000.0,Meadowlands,Dragonspire,1270.0,22002.0,sqft,7,Common,6,1295,False
1263,143000.0,Meadowlands,Dragonspire,1206.0,9600.0,sqft,5,Common,5,1236,True
1264,135000.0,Meadowlands,Emberfall,977.0,21286.0,sqft,5,Common,5,1198,True
1265,175000.0,Meadowlands,Duskwood,1266.0,7917.0,sqft,5,Common,6,1516,False
1266,170000.0,Meadowlands,Ravenstone,1021.0,16905.0,sqft,6,Common,5,1265,True
1267,204000.0,Meadowlands,Sunspire,1154.0,10335.0,sqft,5,Gleaming,7,1485,False
1268,176000.0,Meadowlands,Dragonspire,1022.0,12285.0,sqft,6,Common,7,1285,True
1269,268500.0,Meadowlands,Sunspire,1703.0,10566.0,sqft,5,Gleaming,8,1542,False
1270,290000.0,Meadowlands,Silverglen,1846.0,13262.0,sqft,5,Gleaming,8,1714,False
1271,152000.0,Meadowlands,Brightforge,877.0,7500.0,sqft,5,Gleaming,7,1785,False
1272,115000.0,Meadowlands,Dragonspire,701.0,7800.0,sqft,5,Common,5,1208,True
1273,181900.0,Meadowlands,Dragonspire,1099.0,14585.0,sqft,6,Common,6,1329,False
1274,176432.0,Meadowlands,Sunspire,1010.0,9317.0,sqft,5,Gleaming,6,1656,False
1275,225000.0,AetherIsles,Wyverncliff,1104.0,7993.0,sqft,5,Gleaming,7,1668,False
1276,147000.0,Meadowlands,Shadowmere,859.0,9638.0,sqft,6,Common,6,1401,False
1277,128000.0,Meadowlands,Brightforge,973.0,8012.0,sqft,5,Common,6,1528,False
1278,147000.0,Meadowlands,Brightforge,766.0,9069.0,sqft,6,Common,6,1440,False
1279,322400.0,Meadowlands,Silverglen,1303.0,11825.0,sqft,5,Gleaming,8,1613,False
1280,465000.0,Meadowlands,Silverglen,1596.0,13891.0,sqft,5,Enchanting,10,1619,False
1281,253293.0,Meadowlands,Silverglen,1570.0,12704.0,sqft,5,Enchanting,8,1662,False
1282,345000.0,AetherIsles,Wyverncliff,1840.0,3951.0,sqft,5,Enchanting,10,1483,False
1283,280000.0,Meadowlands,Silverglen,1412.0,11362.0,sqft,5,Gleaming,8,1709,False
1284,128000.0,GnomeBurough,Stormwatch,947.0,6000.0,sqft,6,Common,6,1187,True
1285,156000.0,Meadowlands,Dragonspire,789.0,7930.0,sqft,8,Common,6,1288,False
1286,138887.0,Meadowlands,Thornfield,1372.0,13132.0,sqft,5,Common,5,1044,True
1287,108000.0,GnomeBurough,Stormwatch,1283.0,7425.0,sqft,7,Common,7,1076,False
1288,214000.0,Meadowlands,Silverglen,1180.0,10171.0,sqft,5,Gleaming,7,1703,False
1289,138000.0,Meadowlands,Dragonspire,1464.0,7200.0,sqft,4,Common,5,1320,False
1290,372402.0,Meadowlands,Silverglen,664.0,13891.0,sqft,5,Gleaming,8,1706,False
1291,153500.0,GnomeBurough,Petalbridge,1199.0,8100.0,sqft,6,Common,5,1077,True
1292,144000.0,Meadowlands,Brightforge,679.0,9180.0,sqft,7,Common,5,1473,False
1293,157900.0,Meadowlands,Dragonspire,1109.0,9750.0,sqft,6,Common,6,1389,False
1294,147500.0,Meadowlands,Thornfield,947.0,8574.0,sqft,8,Gleaming,6,1190,False
1295,80000.0,GnomeBurough,Petalbridge,662.0,7404.0,sqft,6,Common,4,1172,True
1296,282500.0,Meadowlands,Silverglen,1203.0,5911.0,sqft,5,Enchanting,9,1774,False
1297,209000.0,Meadowlands,Crystalhollow,1146.0,9116.0,sqft,5,Gleaming,8,1619,False
1298,80000.0,Meadowlands,Shadowmere,725.0,11515.0,sqft,5,Common,4,1237,True
1299,281000.0,Meadowlands,Silverglen,1515.0,11065.0,sqft,5,Gleaming,8,1621,False
1300,319500.0,Meadowlands,Silverglen,1615.0,9709.0,sqft,5,Enchanting,8,1722,False
1301,375000.0,Meadowlands,Thornfield,1249.0,5568.0,sqft,5,Gleaming,8,1643,False
1302,145000.0,Meadowlands,Emberfall,799.0,7476.0,sqft,7,Common,5,1316,False
1303,405749.0,AetherIsles,Wyverncliff,2030.0,13162.0,sqft,5,Gleaming,9,1774,False
1304,131000.0,Meadowlands,Dragonspire,816.0,8128.0,sqft,7,Common,6,1285,False
1305,225000.0,Meadowlands,Dreamweaver,1190.0,3072.0,sqft,5,Gleaming,7,1731,False
1306,262500.0,AetherIsles,Wyverncliff,1204.0,9000.0,sqft,5,Gleaming,8,1784,False
1307,195400.0,Meadowlands,Sunspire,929.0,6762.0,sqft,5,Gleaming,7,1784,False
1308,118000.0,Meadowlands,Shadowmere,536.0,9405.0,sqft,9,Common,5,1154,False
1309,44000.0,GnomeBurough,Mystvale,613.0,9392.0,sqft,3,Common,3,1141,True
1310,118000.0,Meadowlands,Stormhold,664.0,5400.0,sqft,5,Common,5,1326,False
1311,157500.0,Meadowlands,Sunspire,1067.0,8340.0,sqft,6,Common,6,1569,False
1312,102000.0,Meadowlands,Stormhold,1170.0,6000.0,sqft,5,Common,5,1088,True
1313,138000.0,GnomeBurough,Petalbridge,1187.0,14190.0,sqft,7,Gleaming,4,914,False
1314,115000.0,Meadowlands,Dragonspire,1184.0,7150.0,sqft,4,Common,4,1236,True
1315,215000.0,Meadowlands,Thornfield,1144.0,21579.0,sqft,6,Common,6,1375,False
1316,146500.0,Meadowlands,Dragonspire,1264.0,9480.0,sqft,7,Common,5,1074,False
1317,167000.0,Meadowlands,Dragonspire,1264.0,9600.0,sqft,5,Common,6,1316,False
1318,283463.0,Meadowlands,Ravenstone,1366.0,15306.0,sqft,5,Gleaming,8,1786,False
1319,174190.0,Meadowlands,Duskwood,664.0,11660.0,sqft,5,Gleaming,6,1629,False
1320,145000.0,Meadowlands,Thornfield,1539.0,6270.0,sqft,6,Common,5,1123,True
1321,240900.0,AetherIsles,Wyverncliff,1449.0,7000.0,sqft,5,Gleaming,7,1681,False
1322,119000.0,GnomeBurough,Petalbridge,618.0,7200.0,sqft,7,Common,5,1048,False
1323,59000.0,GnomeBurough,Petalbridge,664.0,5400.0,sqft,5,Modest,2,1012,True
1324,128900.0,Meadowlands,Dragonspire,807.0,9600.0,sqft,6,Common,5,1276,True
1325,149700.0,GnomeBurough,Petalbridge,950.0,7407.0,sqft,7,Common,6,1238,False
1326,157900.0,Meadowlands,Crystalhollow,913.0,26142.0,sqft,7,Common,5,1229,False
1327,190000.0,Meadowlands,Windwhisper,1117.0,5271.0,sqft,5,Common,7,1402,False
1328,180500.0,Meadowlands,Dragonspire,886.0,14112.0,sqft,7,Common,5,1332,False
1329,152000.0,Meadowlands,Crystalhollow,1226.0,11070.0,sqft,5,Common,5,1578,False
1330,176400.0,AetherIsles,Wyverncliff,879.0,3628.0,sqft,5,Gleaming,7,1759,False
1331,40000.0,GnomeBurough,Mystvale,1013.0,8500.0,sqft,4,Common,4,1093,True
1332,229000.0,Meadowlands,Brightforge,1566.0,10541.0,sqft,5,Gleaming,7,1567,False
1333,108538.0,Meadowlands,Dragonspire,927.0,10725.0,sqft,5,Common,5,1242,True
1334,291000.0,AetherIsles,Wyverncliff,1278.0,10625.0,sqft,5,Gleaming,7,1618,False
1335,236000.0,Meadowlands,Duskwood,1735.0,8795.0,sqft,5,Gleaming,7,1660,False
1336,233555.0,Meadowlands,Sunspire,1419.0,13377.0,sqft,5,Gleaming,6,1766,False
1337,162000.0,Meadowlands,Brightforge,816.0,10778.0,sqft,6,Gleaming,7,1501,False
1338,120000.0,GnomeBurough,Petalbridge,869.0,10800.0,sqft,6,Common,5,1113,True
1339,82500.0,GnomeBurough,Stormwatch,544.0,5330.0,sqft,7,Modest,4,1135,False
1340,260000.0,Meadowlands,Glimmerwood,1585.0,9085.0,sqft,5,Gleaming,7,1537,False
1341,318000.0,Meadowlands,Silverglen,1303.0,12030.0,sqft,5,Enchanting,8,1744,False
1342,130000.0,GnomeBurough,Stormwatch,644.0,10267.0,sqft,7,Common,6,1197,False
1343,206000.0,Meadowlands,Verdantia,943.0,3880.0,sqft,6,Gleaming,8,1573,False
1344,139000.0,Meadowlands,Crystalhollow,627.0,11625.0,sqft,7,Common,5,1588,False
1345,179400.0,Meadowlands,Sunspire,1135.0,8145.0,sqft,5,Gleaming,7,1604,False
1346,232500.0,Meadowlands,Ravenstone,1107.0,11202.0,sqft,5,Gleaming,8,1678,False
1347,60000.0,Meadowlands,Stormhold,336.0,8400.0,sqft,5,Common,2,1103,True
1348,260000.0,Meadowlands,Riverbend,1176.0,16158.0,sqft,5,Gleaming,7,1729,False
1349,175000.0,Meadowlands,Emberfall,1126.0,12886.0,sqft,6,Common,5,1364,False
1350,313000.0,Meadowlands,Sunspire,664.0,11050.0,sqft,5,Gleaming,9,1749,False
1351,395000.0,Meadowlands,Silverglen,1517.0,14226.0,sqft,5,Gleaming,8,1629,False
1352,184000.0,Meadowlands,Ravenstone,1269.0,12416.0,sqft,5,Common,6,1566,False
1353,245700.0,Meadowlands,Silverglen,1241.0,9926.0,sqft,5,Gleaming,7,1748,False
1354,441929.0,Meadowlands,Riverbend,1718.0,14082.0,sqft,5,Gleaming,8,1641,False
1355,301600.0,Meadowlands,Dragonspire,2373.0,21281.0,sqft,4,Common,5,1070,True
1356,134900.0,Meadowlands,Sunspire,799.0,8982.0,sqft,5,Common,5,1446,False
1357,340000.0,Meadowlands,Glimmerwood,664.0,16545.0,sqft,5,Gleaming,8,1551,False
1358,181000.0,Meadowlands,Sunspire,1227.0,9316.0,sqft,5,Gleaming,7,1788,False
1359,135500.0,Meadowlands,Shadowmere,1071.0,16466.0,sqft,7,Common,5,1295,False
1360,93850.0,GnomeBurough,Mystvale,590.0,6291.0,sqft,6,Gleaming,6,1140,True
1361,132000.0,Meadowlands,Crystalhollow,746.0,10441.0,sqft,5,Common,5,1563,False
1362,164000.0,Meadowlands,Thornfield,664.0,7128.0,sqft,5,Common,7,1183,True
1363,103000.0,GnomeBurough,Petalbridge,1113.0,10134.0,sqft,5,Common,5,1138,True
1364,181000.0,Meadowlands,Duskwood,1288.0,24682.0,sqft,5,Common,6,1493,False
1365,129500.0,Meadowlands,Emberfall,759.0,9100.0,sqft,4,Common,5,1372,False
1366,134800.0,Meadowlands,Dragonspire,692.0,7199.98993224,sqft,7,Common,5,1330,False
1367,174000.0,Meadowlands,Dreamweaver,1196.0,3684.0,sqft,5,Gleaming,7,1761,False
1368,145000.0,Meadowlands,Shadowmere,824.0,3675.0,sqft,5,Common,5,1645,False
1369,127000.0,Meadowlands,Sunspire,673.0,7480.0,sqft,6,Common,5,1388,False
1370,103500.0,GnomeBurough,Petalbridge,1495.0,10307.0,sqft,5,Common,6,1143,True
1371,332200.0,Meadowlands,Silverglen,1296.0,7740.0,sqft,5,Gleaming,9,1657,False
1372,212700.0,AetherIsles,Wyverncliff,1055.0,8640.0,sqft,5,Gleaming,8,1667,False
1373,140000.0,Meadowlands,Stormhold,1226.0,8400.0,sqft,5,Common,6,1150,True
1374,165000.0,Meadowlands,Mossheart,929.0,11250.0,sqft,6,Gleaming,6,1431,False
1375,193000.0,Meadowlands,Brightforge,1243.0,8012.0,sqft,5,Gleaming,6,1475,False
1376,117600.0,Meadowlands,Dragonspire,687.0,8680.0,sqft,7,Common,5,1228,False
1377,128500.0,GnomeBurough,Petalbridge,1063.0,12358.0,sqft,6,Common,5,1132,True
1378,188000.0,Meadowlands,Brightforge,1304.0,10110.0,sqft,5,Gleaming,6,1744,False
1379,201800.0,Meadowlands,Dragonspire,1399.0,13700.0,sqft,6,Common,7,1373,False
1380,224900.0,Meadowlands,Sunspire,1277.0,12137.0,sqft,5,Common,7,1564,False
1381,470000.0,Meadowlands,Riverbend,1538.0,18261.0,sqft,5,Enchanting,9,1784,False
1382,81400.0,Meadowlands,Dragonspire,799.0,8544.0,sqft,4,Common,3,1311,False
1383,241500.0,Meadowlands,Nighthaven,1439.0,10399.98545768,sqft,5,Common,7,1569,False
1384,260261.0,AetherIsles,Wyverncliff,1186.0,11830.0,sqft,5,Gleaming,8,1705,False
1385,58500.0,Meadowlands,Shadowmere,664.0,8212.0,sqft,3,Common,3,1112,True
1386,318000.0,Meadowlands,Sunspire,1521.0,10389.0,sqft,5,Gleaming,8,1647,False
1387,160000.0,Meadowlands,Dragonspire,1018.0,8658.0,sqft,5,Common,6,1384,False
1388,184000.0,Meadowlands,Dragonspire,1137.0,7472.0,sqft,9,Common,7,1395,False
1389,216837.0,Meadowlands,Sunspire,1412.0,9100.0,sqft,5,Gleaming,7,1726,False
1390,149000.0,Meadowlands,Dragonspire,772.0,11241.0,sqft,7,Common,6,1327,False
1391,360000.0,Meadowlands,Sunspire,1646.0,10481.0,sqft,5,Gleaming,8,1782,False
1392,220000.0,Meadowlands,Sunspire,1163.0,15750.0,sqft,5,Gleaming,8,1512,False
1393,300000.0,Meadowlands,Mossheart,1925.0,19522.0,sqft,5,Gleaming,7,1563,False
1394,185000.0,Meadowlands,Duskwood,1487.0,11900.0,sqft,6,Common,5,1547,False
1395,167000.0,Meadowlands,Dragonspire,982.0,10628.0,sqft,5,Common,7,1349,False
1396,155891.0,Meadowlands,Shadowmere,763.0,8842.0,sqft,6,Common,5,1237,True
1397,138000.0,Meadowlands,Crystalhollow,664.0,6723.0,sqft,7,Common,5,1276,False
1398,157500.0,Meadowlands,Dragonspire,1132.0,11650.0,sqft,5,Common,7,1375,False
1399,398800.0,Meadowlands,Silverglen,2069.0,12350.0,sqft,5,Gleaming,9,1609,False
1400,213000.0,Meadowlands,Sunspire,1141.0,8400.0,sqft,5,Gleaming,7,1725,False
1401,131000.0,GnomeBurough,Stormwatch,936.0,6000.0,sqft,6,Common,6,1097,True
1402,91500.0,Meadowlands,Shadowmere,1119.0,7585.0,sqft,3,Common,5,1020,True
1403,157000.0,Meadowlands,Dragonspire,1103.0,10200.0,sqft,5,Common,6,1372,False
1404,227000.0,Meadowlands,Nighthaven,1280.0,8400.0,sqft,6,Gleaming,8,1699,False
1405,119164.0,GnomeBurough,Petalbridge,1273.0,7628.0,sqft,6,Common,4,1058,True
1406,556581.0,Meadowlands,Riverbend,2206.0,16056.0,sqft,5,Gleaming,9,1713,False
1407,149500.0,GnomeBurough,Petalbridge,1509.0,8094.0,sqft,5,Common,4,1062,True
1408,248500.0,Meadowlands,Brightforge,1331.0,9370.0,sqft,5,Gleaming,6,1442,False
1409,156000.0,Meadowlands,Dragonspire,825.0,10289.0,sqft,7,Common,5,1345,False
1410,146000.0,Meadowlands,Brightforge,846.0,7500.0,sqft,5,Common,6,1761,False
1411,163500.0,Meadowlands,Dragonspire,923.0,8800.0,sqft,6,Common,7,1251,True
1412,256000.0,GnomeBurough,Petalbridge,2147.0,10439.985401748,sqft,7,Gleaming,6,1166,False
1413,181000.0,Meadowlands,Nighthaven,1006.0,10140.0,sqft,6,Common,6,1273,True
1414,264966.0,Meadowlands,Ravenstone,1369.0,12852.0,sqft,5,Gleaming,8,1658,False
1415,129900.0,GnomeBurough,Petalbridge,1364.0,6120.0,sqft,5,Common,7,1170,True
1416,167000.0,Meadowlands,Dragonspire,1568.0,21299.0,sqft,5,Gleaming,7,1046,True
1417,372000.0,Meadowlands,Silverglen,1386.0,13615.0,sqft,5,Enchanting,9,1750,False
1418,278000.0,Meadowlands,Nighthaven,1941.0,9600.0,sqft,5,Gleaming,8,1483,False
1419,129000.0,Meadowlands,Shadowmere,879.0,9571.0,sqft,6,Common,5,1266,True
1420,135000.0,Meadowlands,Shadowmere,866.0,6500.0,sqft,6,Common,6,1564,False
1421,258000.0,Meadowlands,Duskwood,1825.0,11631.0,sqft,5,Gleaming,8,1640,False
1422,122000.0,Meadowlands,Sunspire,745.0,10356.0,sqft,6,Common,5,1463,False
1423,210000.0,Meadowlands,Nighthaven,1594.0,13175.0,sqft,6,Common,6,1519,False
1424,318061.0,Meadowlands,Silverglen,1437.0,7820.0,sqft,5,Enchanting,9,1757,False
1425,181000.0,Meadowlands,Brightforge,1143.0,7441.0,sqft,5,Gleaming,7,1744,False
1426,172500.0,Meadowlands,Dreamweaver,967.0,3922.0,sqft,5,Gleaming,7,1740,False
1427,111500.0,GnomeBurough,Petalbridge,1500.0,7745.0,sqft,6,Gleaming,4,1116,True
1428,104500.0,GnomeBurough,Wolfsbane,1003.0,2665.0,sqft,6,Common,5,1431,False
1429,136870.0,Meadowlands,Dragonspire,859.0,7590.0,sqft,5,Common,5,1393,False
1430,257500.0,Meadowlands,Thornfield,1414.0,14442.0,sqft,7,Common,6,1362,False
1431,165000.0,Meadowlands,Duskwood,1130.0,8139.0,sqft,5,Common,6,1596,False
1432,129900.0,Meadowlands,Dragonspire,923.0,9600.0,sqft,6,Common,5,1312,False
1433,171500.0,Meadowlands,Shadowmere,1083.0,7023.0,sqft,5,Common,5,1621,False
1434,145000.0,GnomeBurough,Petalbridge,664.0,9863.0,sqft,6,Common,6,1106,True
1435,64500.0,GnomeBurough,Petalbridge,744.0,10800.0,sqft,6,Common,4,1057,True
1436,415000.0,Meadowlands,Silverglen,1436.0,14780.0,sqft,5,Enchanting,9,1761,False
1437,164000.0,Meadowlands,Crystalhollow,935.0,4500.0,sqft,5,Common,6,1572,False
1438,155000.0,Meadowlands,Dragonspire,976.0,7931.0,sqft,6,Common,5,1341,False
1439,220000.0,Meadowlands,Ravenstone,996.0,6853.0,sqft,5,Gleaming,8,1617,False
1440,147400.0,AetherIsles,Wyverncliff,940.0,2544.0,sqft,5,Gleaming,7,1762,False
1441,116500.0,GnomeBurough,Oakenshade,793.0,1879.0,sqft,6,Common,6,1497,False
1442,147000.0,Meadowlands,Cloudrest,1016.0,2308.0,sqft,5,Common,6,1353,False
1443,177000.0,Meadowlands,Dragonspire,1028.0,10943.0,sqft,5,Gleaming,6,1516,False
1444,139000.0,Meadowlands,Dragonspire,1255.0,9600.0,sqft,6,Common,6,1288,True
1445,150000.0,Meadowlands,Dragonspire,664.0,11988.0,sqft,6,Common,6,1232,True
1446,177500.0,Meadowlands,Dragonspire,1646.0,8970.0,sqft,6,Common,5,1256,True
1447,164500.0,Meadowlands,Nighthaven,1026.0,10140.0,sqft,6,Common,7,1293,True
1448,245000.0,Meadowlands,Crystalhollow,664.0,12864.0,sqft,5,Gleaming,7,1753,False
1449,157000.0,Meadowlands,Stormhold,825.0,5500.0,sqft,5,Common,7,1794,False
1450,158000.0,Meadowlands,Emberfall,2041.0,16779.0,sqft,4,Common,5,1000,True
1451,135000.0,Meadowlands,Dragonspire,935.0,9600.0,sqft,5,Common,5,1342,False
1452,321000.0,Meadowlands,Glimmerwood,1918.0,10236.0,sqft,5,Gleaming,8,1518,False
1453,122000.0,Meadowlands,Emberfall,692.0,9819.0,sqft,5,Common,5,1355,False
1454,135000.0,Meadowlands,Thornfield,1123.0,7155.0,sqft,8,Common,6,1125,False
1455,60000.0,GnomeBurough,Stormwatch,615.0,6120.0,sqft,3,Modest,2,1043,True
1456,114000.0,GnomeBurough,Petalbridge,947.0,4571.0,sqft,7,Common,5,1013,False
